Title,Authors,Published,Updated,Summary,ID,Categories,Real_Categories
Nucleon form factors and a nonpointlike diquark,"['J. C. R. Bloch', 'C. D. Roberts', 'S. M. Schmidt', 'A. Bender', 'M. R. Frank']",1999-07-30T16:17:47Z,1999-07-30T16:17:47Z,"Nucleon form factors are calculated on q^2 in [0,3] GeV^2 using an Ansatz for
the nucleon's Fadde'ev amplitude motivated by quark-diquark solutions of the
relativistic Fadde'ev equation. Only the scalar diquark is retained, and it and
the quark are confined. A good description of the data requires a nonpointlike
diquark correlation with an electromagnetic radius of 0.8 r_pi. The composite,
nonpointlike nature of the diquark is crucial. It provides for diquark-breakup
terms that are of greater importance than the diquark photon absorption
contribution.",http://arxiv.org/abs/nucl-th/9907120v1,['nucl-th'],['Nuclear Theory']
Selected nucleon form factors and a composite scalar diquark,"['J. C. R. Bloch', 'C. D. Roberts', 'S. M. Schmidt']",1999-11-22T21:29:50Z,1999-11-22T21:29:50Z,"A covariant, composite scalar diquark, Fadde'ev amplitude model for the
nucleon is used to calculate pseudoscalar, isoscalar- and isovector-vector,
axial-vector and scalar nucleon form factors. The last yields the nucleon
sigma-term and on-shell sigma-nucleon coupling. The calculated form factors are
soft, and the couplings are generally in good agreement with experiment and
other determinations. Elements in the dressed-quark-axial-vector vertex that
are not constrained by the Ward-Takahashi identity contribute ~20% to the
magnitude of g_A. The calculation of the nucleon sigma-term elucidates the only
unambiguous means of extrapolating meson-nucleon couplings off the meson
mass-shell.",http://arxiv.org/abs/nucl-th/9911068v1,['nucl-th'],['Nuclear Theory']
T-dependence of pseudoscalar and scalar correlations,"['P. Maris', 'C. D. Roberts', 'S. M. Schmidt', 'P. C. Tandy']",2000-01-31T20:10:04Z,2000-01-31T20:10:04Z,"Inhomogeneous pseudoscalar and scalar Bethe-Salpeter equations solved using a
renormalisation-group-improved rainbow-ladder truncation exhibit bound state
poles below and above T_c, the critical temperature for chiral symmetry
restoration. Above T_c the bound state amplitudes are identical, as are the
positions and residues of the pseudoscalar and scalar poles in the vertices. In
the chiral limit the pi^0 -> gamma gamma coupling vanishes at T_c, as do f_pi,
m_sigma, g_{sigma pi pi}. For light current-quark masses the 2-pi decay channel
of the isoscalar-scalar meson remains open until very near T_c, and the widths
of the dominant pion decay modes remain significant in the vicinity of the
crossover.",http://arxiv.org/abs/nucl-th/0001064v1,['nucl-th'],['Nuclear Theory']
"Temperature, chemical potential and the rho meson","['C. D. Roberts', 'S. M. Schmidt']",2000-02-01T19:10:45Z,2000-02-01T19:10:45Z,"We describe some applications of the Dyson-Schwinger equations at
nonzero-(T,mu). Employing a simple model dressed-gluon propagator we determine
the boundary of the deconfinement phase transition and the medium dependence of
rho-meson properties. We introduce an extension to describe the time-evolution
of scalar and vector self energies.",http://arxiv.org/abs/nucl-th/0002004v1,['nucl-th'],['Nuclear Theory']
Contemporary applications of Dyson-Schwinger equations,"['M. B. Hecht', 'C. D. Roberts', 'S. M. Schmidt']",2000-10-06T16:57:50Z,2000-10-06T16:57:50Z,"We illustrate the contemporary application of Dyson-Schwinger equations using
two examples: the calculation of pseudoscalar meson masses, an associated
model-independent mass formula and the approach to the heavy-quark limit; and
the study of nucleon observables, including a calculation of its mass, $M$, via
a covariant Fadde'ev equation and an estimate of pion-loop contributions to
$M$.",http://arxiv.org/abs/nucl-th/0010024v1,['nucl-th'],['Nuclear Theory']
The Character of Goldstone Bosons,"['M. B. Hecht', 'C. D. Roberts', 'S. M. Schmidt']",2001-06-05T21:04:02Z,2001-06-05T21:04:02Z,"A succinct review of the QCD gap equation and dynamical chiral symmetry
breaking; their connection with Bethe-Salpeter equations and resolving the
dichotomous nature of the pion; the calculation of the pion's valence-quark
distribution; and first results for the pi-exchange contribution to the gamma N
-> omega N cross-section, which is important in the search for missing nucleon
resonances.",http://arxiv.org/abs/nucl-th/0106011v1,['nucl-th'],['Nuclear Theory']
Nucleon mass and pion loops,"['M. B. Hecht', 'M. Oettel', 'C. D. Roberts', 'S. M. Schmidt', 'P. C. Tandy', 'A. W. Thomas']",2002-01-30T22:07:28Z,2002-01-30T22:07:28Z,"Poincare' covariant Faddeev equations for the nucleon and Delta are solved to
illustrate that an internally consistent description in terms of confined-quark
and nonpointlike confined-diquark-correlations can be obtained. pi N-loop
induced self-energy corrections to the nucleon's mass are analysed and shown to
be independent of whether a pseudoscalar or pseudovector coupling is used.
Phenomenological constraints suggest that this self-energy correction reduces
the nucleon's mass by up to several hundred MeV. That effect does not
qualitatively alter the picture, suggested by the Faddeev equation, that
baryons are quark-diquark composites. However, neglecting the pi-loops leads to
a quantitative overestimate of the nucleon's axial-vector diquark component.",http://arxiv.org/abs/nucl-th/0201084v1,['nucl-th'],['Nuclear Theory']
Nucleon-Nucleon Interactions from Effective Field Theory,['Jose A. Oller'],2002-07-30T10:15:35Z,2003-04-16T07:01:32Z,"We have established a new convergent scheme to treat analytically
nucleon-nucleon interactions from a chiral effective field theory. The
Kaplan-Savage-Wise (KSW) amplitudes are resummed to fulfill the unitarity or
right hand cut to all orders below pion production threshold. This is achieved
by matching order by order in the KSW power counting the general expression of
a partial wave with resummed unitarity cut, with the inverses of the KSW
amplitudes. As a result, a new convergent and systematic KSW expansion is
derived for an on-shell interacting kernel \cR in terms of which the partial
waves are computed. The agreement with data for the S-waves is fairly good up
to laboratory energies around 350 MeV and clearly improves and reestablishes
the phenomenological success of the KSW amplitudes when treated within this
scheme.",http://arxiv.org/abs/nucl-th/0207086v2,['nucl-th'],['Nuclear Theory']
The deconfined phase near Tc and its decay into hadrons,"['A. Dumitru', 'R. D. Pisarski']",2002-08-30T20:14:21Z,2002-08-30T20:14:21Z,"We sketch an effective theory for the deconfined state of QCD near Tc. This
relates the behavior of the expectation value of the Polyakov loop, and its
two-point functions, to the pressure. Defining the ``mass'' of three and two
gluon states from the imaginary and real parts of the Polyakov loop, while this
ratio is 3:2 in perturbation theory, at Tc it is 3:1. We also discuss the decay
of the deconfined state into hadrons.",http://arxiv.org/abs/nucl-th/0209001v1,['nucl-th'],['Nuclear Theory']
The Role of the Roper in QCD,"['Silas R. Beane', 'Ubirajara van Kolck']",2002-12-06T19:06:06Z,2002-12-06T19:06:06Z,"We show that existing data suggest a simple scenario in which the nucleon,
and the Delta and Roper resonances act as chiral partners in a reducible
representation of the full QCD chiral symmetry group. We discuss the peculiar
interpretation of this scenario using spin-flavor symmetries of the naive
constituent quark model, as well as the consistency of the scenario with
large-Nc expectations.",http://arxiv.org/abs/nucl-th/0212039v1,['nucl-th'],['Nuclear Theory']
"Baryons from the lattice: past, present and future",['Gunnar S. Bali'],2003-02-17T15:17:46Z,2003-02-17T15:17:46Z,"I review recent lattice results on the spectrum and structure of baryons.
Limitations due to the quenched approximation and un-physically heavy up and
down quarks are discussed, and interfaces between first principles studies of
QCD (or approximations to it) and ``model building'' are highlighted.",http://arxiv.org/abs/nucl-th/0302039v1,['nucl-th'],['Nuclear Theory']
Analysis of a quenched lattice-QCD dressed-quark propagator,"['M. S. Bhagwat', 'M. A. Pichowsky', 'C. D. Roberts', 'P. C. Tandy']",2003-04-01T23:22:19Z,2003-04-01T23:22:19Z,"Quenched lattice-QCD data on the dressed-quark Schwinger function can be
correlated with dressed-gluon data via a rainbow gap equation so long as that
equation's kernel possesses enhancement at infrared momenta above that
exhibited by the gluon alone. The required enhancement can be ascribed to a
dressing of the quark-gluon vertex. The solutions of the rainbow gap equation
exhibit dynamical chiral symmetry breaking and are consistent with confinement.
The gap equation and related, symmetry-preserving ladder Bethe-Salpeter
equation yield estimates for chiral and physical pion observables that suggest
these quantities are materially underestimated in the quenched theory: |<bar-q
q>| by a factor of two and f_pi by 30%.",http://arxiv.org/abs/nucl-th/0304003v1,['nucl-th'],['Nuclear Theory']
Regarding proton form factors,"['J. C. R. Bloch', 'A. Krassnigg', 'C. D. Roberts']",2003-06-20T15:55:36Z,2003-06-20T15:55:36Z,"The proton's elastic electromagnetic form factors are calculated using an
Ansatz for the nucleon's Poincare' covariant Faddeev amplitude that only
retains scalar diquark correlations. A spectator approximation is employed for
the current. On the domain of q^2 accessible in modern precision experiments
these form factors are a sensitive probe of nonperturbative strong interaction
dynamics. The ratio of Pauli and Dirac form factors can provide realistic
constraints on models of the nucleon and thereby assist in developing an
understanding of nucleon structure.",http://arxiv.org/abs/nucl-th/0306059v1,['nucl-th'],['Nuclear Theory']
Dyson-Schwinger Equations: An Instrument for Hadron Physics,"['A. Krassnigg', 'C. D. Roberts']",2003-09-10T22:06:16Z,2003-09-10T22:06:16Z,"Dyson-Schwinger equations furnish a Poincare' covariant approach to hadron
physics. They reveal that dynamical chiral symmetry breaking is tied to the
long-range behaviour of the strong interaction and make predictions
corroborated by modern lattice-QCD simulations. A hallmark in the contemporary
use of DSEs is the existence of a nonperturbative, symmetry preserving
truncation that enables the proof of exact results. The systematic error
associated with the truncation's leading term has been quantified and this
underpins an efficacious one-parameter model that is being employed to study
meson excited states.",http://arxiv.org/abs/nucl-th/0309025v1,['nucl-th'],['Nuclear Theory']
Taylor expansions in chemical potential,"['Rajiv Gavai', 'Sourendu Gupta', 'Rajarshi Roy']",2003-12-03T09:41:25Z,2003-12-03T09:41:25Z,"Properties of QCD at finite chemical potential are extracted using Taylor
series expansions. The continuum limits of lattice results are presented. The
result of expanding the free energy density, ie, the pressure, to 6th order in
the expansion is shown. The Taylor coefficients of the chiral condensate are
also shown. Relations between various Taylor coefficients are demonstrated. All
this information is utilised to remove various lattice artifacts from the
determination of the Wroblewski parameter in strangeness production.",http://arxiv.org/abs/nucl-th/0312010v1,['nucl-th'],['Nuclear Theory']
Pseudoscalar Meson Radial Excitations,"['A. Hoell', 'A. Krassnigg', 'C. D. Roberts']",2004-06-10T16:32:46Z,2004-06-10T16:32:46Z,"Goldstone modes are the only pseudoscalar mesons to possess a nonzero
leptonic decay constant in the chiral limit when chiral symmetry is dynamically
broken. The decay constants of their radial excitations vanish. These features
and aspects of their impact on the meson spectrum are illustrated using a
manifestly covariant and symmetry preserving model of the kernels in the gap
and Bethe-Salpeter equations.",http://arxiv.org/abs/nucl-th/0406030v1,['nucl-th'],['Nuclear Theory']
On Nucleon Electromagnetic Form Factors,"['R. Alkofer', 'A. Hoell', 'M. Kloker', 'A. Krassnigg', 'C. D. Roberts']",2004-12-13T17:49:21Z,2004-12-13T17:49:21Z,"A Poincare' covariant Faddeev equation, which describes baryons as composites
of confined-quarks and -nonpointlike-diquarks, is solved to obtain masses and
Faddeev amplitudes for the nucleon and Delta. The amplitudes are a component of
a nucleon-photon vertex that automatically fulfills the Ward-Takahashi identity
for on-shell nucleons. These elements are sufficient for the calculation of a
quark core contribution to the nucleons' electromagnetic form factors. An
accurate description of the static properties is not possible with the core
alone but the error is uniformly reduced by the incorporation of meson-loop
contributions. Such contributions to form factors are noticeable for Q^2 < ~2
GeV^2 but vanish with increasing momentum transfer. Hence, larger Q^2
experiments probe the quark core. The calculated behaviour of
G_E^p(Q^2)/G_M^p(Q^2) on Q^2 \in [2,6] GeV^2 agrees with that inferred from
polarisation transfer data. Moreover, \sqrt{Q^2} F_2(Q^2)/F_1(Q^2) is
approximately constant on this domain. These outcomes result from correlations
in the proton's amplitude.",http://arxiv.org/abs/nucl-th/0412046v1,['nucl-th'],['Nuclear Theory']
On Nucleon Electromagnetic Form Factors: A Pre'cis,"['A Hoell', 'R. Alkofer', 'M. Kloker', 'A. Krassnigg', 'C. D. Roberts', 'S. V. Wright']",2005-01-12T16:24:51Z,2005-01-12T16:24:51Z,"Electron scattering at large Q^2 probes a nucleon's quark core. This core's
contribution to electromagnetic form factors may be calculated using Poincare'
covariant Faddeev amplitudes combined with a nucleon-photon vertex that
automatically fulfills a Ward-Takahashi identity for on-shell nucleons. The
calculated behaviour of G_E^p(Q^2)/G_M^p(Q^2) on 2<Q^2(GeV^2)<6 agrees with
that inferred from polarisation transfer data, and exhibits a zero at
Q^2\approx 6.5 GeV^2. There is some evidence that F_2(Q^2)/F_1(Q^2) \propto
[\ln(Q^2/\Lambda^2)]^2/Q^2 for Q^2>6 GeV^2.",http://arxiv.org/abs/nucl-th/0501033v1,['nucl-th'],['Nuclear Theory']
Hadron Physics and Dyson-Schwinger Equations,"['A. Hoell', 'C. D. Roberts', 'S. V. Wright']",2006-01-24T18:32:15Z,2006-01-24T18:32:15Z,"Detailed investigations of the structure of hadrons are essential for
understanding how matter is constructed from the quarks and gluons of QCD, and
amongst the questions posed to modern hadron physics, three stand out. What is
the rigorous, quantitative mechanism responsible for confinement? What is the
connection between confinement and dynamical chiral symmetry breaking? And are
these phenomena together sufficient to explain the origin of more than 98% of
the mass of the observable universe? Such questions may only be answered using
the full machinery of nonperturbative relativistic quantum field theory. These
lecture notes provide an introduction to the application of Dyson-Schwinger
equations in this context, and a perspective on progress toward answering these
key questions.",http://arxiv.org/abs/nucl-th/0601071v1,['nucl-th'],['Nuclear Theory']
A Perspective on Hadron Physics,"['Arne Hoell', 'Craig D. Roberts', 'Stewart V. Wright']",2006-04-12T20:43:04Z,2006-04-12T20:43:04Z,"The phenomena of confinement and dynamical chiral symmetry breaking are basic
to understanding hadron observables. They can be explored using Dyson-Schwinger
equations. The existence of a systematic, nonperturbative and symmetry
preserving truncation of these equations enables the proof of exact results in
QCD, and their illustration using simple but accurate models. We provide a
sketch of the material qualitative and quantitative success that has been
achieved in the study of pseudoscalar and vector mesons. Efforts are now
turning to the study of baryons, which we exemplify via a calculation of
nucleon weak and pionic form factors.",http://arxiv.org/abs/nucl-th/0604029v1,['nucl-th'],['Nuclear Theory']
Theory and Phenomenology of Hadrons,"['M. S. Bhagwat', 'A. Holl', 'A. Krassnigg', 'C. D. Roberts']",2006-10-19T16:43:28Z,2006-10-19T16:43:28Z,"This Dyson-Schwinger equation (DSE) aperc,u highlights recent applications to
mesons. It reports features of, and results for, pseudoscalar and scalar
bound-state residues in vacuum polarisations, and exhibits how a restoration of
chiral symmetry in meson trajectories could be manifest in a relationship
between them. It also touches on nucleon studies, emphasising the importance of
both scalar and axial-vector diquark correlations, and reporting the
calculation of mu_n G_E^n(Q^2)/G_M^n(Q^2). The value of respecting symmetries,
including Poincare' covariance, is stressed.",http://arxiv.org/abs/nucl-th/0610080v1,['nucl-th'],['Nuclear Theory']
Nucleon electromagnetic form factors,"['J. Arrington', 'C. D. Roberts', 'J. M. Zanotti']",2006-11-14T21:01:24Z,2006-11-14T21:01:24Z,"Elastic electromagnetic nucleon form factors have long provided vital
information about the structure and composition of these most basic elements of
nuclear physics. The form factors are a measurable and physical manifestation
of the nature of the nucleons' constituents and the dynamics that binds them
together. Accurate form factor data obtained in recent years using modern
experimental facilities has spurred a significant reevaluation of the nucleon
and pictures of its structure; e.g., the role of quark orbital angular
momentum, the scale at which perturbative QCD effects should become evident,
the strangeness content, and meson-cloud effects. We provide a succinct survey
of the experimental studies and theoretical interpretation of nucleon
electromagnetic form factors.",http://arxiv.org/abs/nucl-th/0611050v1,['nucl-th'],['Nuclear Theory']
Nuclear Force from Lattice QCD,"['N. Ishii', 'S. Aoki', 'T. Hatsuda']",2006-11-28T14:19:33Z,2007-06-26T15:59:21Z,"Nucleon-nucleon (NN) potential is studied by lattice QCD simulations in the
quenched approximation, using the plaquette gauge action and the Wilson quark
action on a 32^4 (\simeq (4.4 fm)^4) lattice. A NN potential V_{NN}(r) is
defined from the equal-time Bethe-Salpeter amplitude with a local interpolating
operator for the nucleon. By studying the NN interaction in the ^1S_0 and ^3S_1
channels, we show that the central part of V_{NN}(r) has a strong repulsive
core of a few hundred MeV at short distances (r \alt 0.5 fm) surrounded by an
attractive well at medium and long distances. These features are consistent
with the known phenomenological features of the nuclear force.",http://arxiv.org/abs/nucl-th/0611096v2,['nucl-th'],['Nuclear Theory']
Mind the gap,"['M. S. Bhagwat', 'A. Krassnigg', 'P. Maris', 'C. D. Roberts']",2006-12-06T17:21:14Z,2006-12-06T17:21:14Z,"In this summary of the application of Dyson-Schwinger equations to the theory
and phenomenology of hadrons, some deductions following from a nonperturbative,
symmetry-preserving truncation are highlighted, notable amongst which are
results for pseudoscalar mesons. We also describe inferences from the gap
equation relating to the radius of convergence of a chiral expansion,
applications to heavy-light and heavy-heavy mesons, and quantitative estimates
of the contribution of quark orbital angular momentum in pseudoscalar mesons;
and recapitulate upon studies of nucleon electromagnetic form factors.",http://arxiv.org/abs/nucl-th/0612027v1,['nucl-th'],['Nuclear Theory']
Chiral Dynamics from Dyson-Schwinger Equations,"['M. S. Bhagwat', 'C. D. Roberts']",2006-12-07T18:05:06Z,2006-12-07T18:05:06Z,"A strongly momentum-dependent dressed-quark mass function is basic to QCD. It
is central to the appearance of a constituent-quark mass-scale and an
existential prerequisite for Goldstone modes. Dyson-Schwinger equation (DSE)
studies have long emphasised these facts and are a natural way to exploit them.",http://arxiv.org/abs/nucl-th/0612032v1,['nucl-th'],['Nuclear Theory']
Bulk viscosity of QCD matter near the critical temperature,"['D. Kharzeev', 'K. Tuchin']",2007-05-29T19:34:29Z,2007-05-29T20:38:51Z,"Kubo's formula relates bulk viscosity to the retarded Green's function of the
trace of the energy-momentum tensor. Using low energy theorems of QCD for the
latter we derive the formula which relates the bulk viscosity to the energy
density and pressure of hot matter. We then employ the available lattice QCD
data to extract the bulk viscosity as a function of temperature. We find that
close to the deconfinement temperature bulk viscosity becomes large, with
viscosity-to-entropy ratio zeta/s about 1.",http://arxiv.org/abs/0705.4280v2,[],[]
N to Delta electromagnetic and axial form factors in full QCD,['C. Alexandrou'],2007-10-05T12:33:37Z,2007-10-05T12:33:37Z,"Lattice results on the N to Delta electromagnetic, axial-vector and
pseudoscalar form factors are evaluated using dynamical staggered sea quarks
and domain wall valence quarks for pion masses in the range of 580-350 MeV, as
well as, dynamical and quenched Wilson fermions for similar pion masses.",http://arxiv.org/abs/0710.1202v1,[],[]
"Covariance, Dynamics and Symmetries, and Hadron Form Factors","['M. S. Bhagwat', 'I. C. Cloet', 'C. D. Roberts']",2007-10-10T16:19:44Z,2007-10-10T16:19:44Z,"We summarise applications of Dyson-Schwinger equations to the theory and
phenomenology of hadrons. Some exact results for pseudoscalar mesons are
highlighted with details relating to the U_A(1) problem. We describe inferences
from the gap equation relating to the radius of convergence for expansions of
observables in the current-quark mass. We recapitulate upon studies of nucleon
electromagnetic form factors, providing a comparison of the ln-weighted ratios
of Pauli and Dirac form factors for the neutron and proton.",http://arxiv.org/abs/0710.2059v1,[],[]
"Dynamics, Symmetries and Hadron Properties","['I. C. Cloet', 'A. Krassnigg', 'C. D. Roberts']",2007-10-30T19:55:12Z,2007-10-30T20:28:14Z,"We provide a snapshot of Dyson-Schwinger equation applications to the theory
and phenomenology of hadrons. Exact results for pseudoscalar mesons are
highlighted, with details relating to the U_A(1) problem. Calculated masses of
the lightest J=0,1 states are discussed. We recapitulate upon studies of
nucleon properties and give a perspective on the contribution of quark orbital
angular momentum to the spin of a nucleon at rest.",http://arxiv.org/abs/0710.5746v2,[],[]
Probing the nucleon structure with CLAS,['Volker D. Burkert'],2007-11-12T19:48:05Z,2008-01-25T21:50:46Z,"An overview of recent results with CLAS is presented with emphasis on nucleon
resonance studies, nucleon spin structure, and generalized parton
distributions.",http://arxiv.org/abs/0711.1703v2,[],[]
Hadron Properties and Dyson-Schwinger Equations,['C. D. Roberts'],2007-12-04T23:41:29Z,2007-12-06T17:51:18Z,"An overview of the theory and phenomenology of hadrons and QCD is provided
from a Dyson-Schwinger equation viewpoint. Following a discussion of the
definition and realisation of light-quark confinement, the nonperturbative
nature of the running mass in QCD and inferences from the gap equation relating
to the radius of convergence for expansions of observables in the current-quark
mass are described. Some exact results for pseudoscalar mesons are also
highlighted, with details relating to the U_A(1) problem, and calculated masses
of the lightest J=0,1 states are discussed. Studies of nucleon properties are
recapitulated upon and illustrated: through a comparison of the ln-weighted
ratios of Pauli and Dirac form factors for the neutron and proton; and a
perspective on the contribution of quark orbital angular momentum to the spin
of a nucleon at rest. Comments on prospects for the future of the study of
quarks in hadrons and nuclei round out the contribution.",http://arxiv.org/abs/0712.0633v2,[],[]
Perspective on rainbow-ladder truncation,"['G. Eichmann', 'R. Alkofer', 'I. C. Cloet', 'A. Krassnigg', 'C. D. Roberts']",2008-02-14T00:06:28Z,2008-02-14T00:06:28Z,"Prima facie the systematic implementation of corrections to the
rainbow-ladder truncation of QCD's Dyson-Schwinger equations will uniformly
reduce in magnitude those calculated mass-dimensioned results for pseudoscalar
and vector meson properties that are not tightly constrained by symmetries. The
aim and interpretation of studies employing rainbow-ladder truncation are
reconsidered in this light.",http://arxiv.org/abs/0802.1948v1,[],[]
QCD at finite chemical potential with six time slices,"['R. V. Gavai', 'Sourendu Gupta']",2008-06-13T12:45:48Z,2008-06-13T12:45:48Z,"We investigate the Taylor expansion of the baryon number susceptibility, and
hence, pressure, in a series in the baryon chemical potential (mu_B) through a
lattice simulation with light dynamical staggered quarks at a finer lattice
cutoff a=1/6T. We determine the QCD cross over coupling at mu_B=0. We find the
radius of convergence of the series at various temeperatures, and bound the
location of the QCD critical point to be T^E/T_c = 0.94 and mu_B^E/T < 1.8. We
also investigate the extrapolation of various susceptibilities and linkages to
finite chemical potential.",http://arxiv.org/abs/0806.2233v1,[],[]
Phases and properties of quark matter,['Sourendu Gupta'],2008-06-13T14:07:19Z,2008-06-13T14:07:19Z,"I review recent developments in finite temperature lattice QCD which are
useful for the study of heavy-ion collisions. I pay particular attention to
studies of the equation of state and the light they throw on conformal symmetry
and the large N_c limit, and to the structure of the phase diagram for N_f=2+1.",http://arxiv.org/abs/0806.2255v1,[],[]
On unifying the description of meson and baryon properties,"['G. Eichmann', 'I. C. Cloet', 'R. Alkofer', 'A. Krassnigg', 'C. D. Roberts']",2008-10-07T15:43:56Z,2008-10-07T15:43:56Z,"A Poincare' covariant Faddeev equation is presented, which enables the
simultaneous prediction of meson and baryon observables using the leading-order
in a truncation of the Dyson-Schwinger equations that can systematically be
improved. The solution describes a nucleon's dressed-quark core. The evolution
of the nucleon mass with current-quark mass is discussed. A nucleon-photon
current, which can produce nucleon form factors with realistic Q^2-evolution,
is described. Axial-vector diquark correlations lead to a neutron Dirac form
factor that is negative, with r_1^{nu}>r_1^{nd}. The proton electric-magnetic
form factor ratio falls with increasing Q^2.",http://arxiv.org/abs/0810.1222v1,[],[]
Form Factors and Dyson-Schwinger Equations,"['I. C. Cloet', 'C. D. Roberts']",2008-11-13T01:46:18Z,2008-11-13T01:46:18Z,"A synopsis exemplifying the employment of Dyson-Schwinger equations in the
calculation and explanation of hadron electromagnetic form factors and related
phenomena. In particular the contribution: presents the pion form factor
computed simultaneously at spacelike and timelike momenta; reports aspects of
the evolution of the nucleon and Delta masses with current-quark mass and the
correlation of their mass difference with that between scalar and axial-vector
diquarks; describes an estimate of the s-quark content of a dressed u-quark and
its impact on the nucleon's strangeness magnetic moment; and comments upon the
domain within which a pseudoscalar meson cloud can materially contribute to
hadron form factors.",http://arxiv.org/abs/0811.2018v1,[],[]
Survey of nucleon electromagnetic form factors,"['I. C. Cloet', 'G. Eichmann', 'B. El-Bennich', 'T. Klahn', 'C. D. Roberts']",2008-12-02T02:29:31Z,2008-12-02T02:29:31Z,"A dressed-quark core contribution to nucleon electromagnetic form factors is
calculated. It is defined by the solution of a Poincare' covariant Faddeev
equation in which dressed-quarks provide the elementary degree of freedom and
correlations between them are expressed via diquarks. The nucleon-photon vertex
involves a single parameter; i.e., a diquark charge radius. It is argued to be
commensurate with the pion's charge radius. A comprehensive analysis and
explanation of the form factors is built upon this foundation. A particular
feature of the study is a separation of form factor contributions into those
from different diagram types and correlation sectors, and subsequently a
flavour separation for each of these. Amongst the extensive body of results
that one could highlight are: r_1^{n,u}>r_1^{n,d}, owing to the presence of
axial-vector quark-quark correlations; and for both the neutron and proton the
ratio of Sachs electric and magnetic form factors possesses a zero.",http://arxiv.org/abs/0812.0416v1,[],[]
"Valence quark contribution for the gamma N -> Delta quadrupole
  transition extracted from lattice QCD","['G. Ramalho', 'M. T Pena']",2009-01-27T18:55:37Z,2009-07-10T21:21:10Z,"Starting with a spectator quark model developed for the nucleon (N) and the
Delta in the physical pion mass region, we extend the predictions of the
reaction gamma N -> Delta to the lattice QCD regime. The quark model includes S
and D waves in the quark-diquark wavefunctions. Within this framework it is the
D-wave part in the Delta wavefunction that generates nonzero valence
contributions for the quadrupole form factors of the transition. Those
contributions are however insufficient to explain the physical data, since the
pion cloud contributions dominate. To separate the two effects we apply the
model to the lattice regime in a region where the pion cloud effects are
negligible, and adjust the D-state parameters directly to the lattice data.
This process allows us to obtain a better determination of the D-state
contributions. Finally, by adding a simple parametrization of the pion cloud we
establish the connection between the experimental data and the lattice data.",http://arxiv.org/abs/0901.4310v2,[],[]
Nucleon strangeness form factors from N_f=2+1 clover fermion lattice QCD,"['Takumi Doi', 'Mridupawan Deka', 'Shao-Jing Dong', 'Terrence Draper', 'Keh-Fei Liu', 'Devdatta Mankame', 'Nilmani Mathur', 'Thomas Streuer']",2009-03-18T20:09:58Z,2009-10-21T21:16:48Z,"We present the N_f=2+1 clover fermion lattice QCD calculation of the nucleon
strangeness form factors. We evaluate disconnected insertions using the Z(4)
stochastic method, along with unbiased subtractions from the hopping parameter
expansion. We find that increasing the number of nucleon sources for each
configuration improves the signal significantly. We obtain G_M^s(0) =
-0.017(25)(07), where the first error is statistical, and the second is the
uncertainties in Q^2 and chiral extrapolations. This is consistent with
experimental values, and has an order of magnitude smaller error.",http://arxiv.org/abs/0903.3232v3,[],[]
Sketching the Bethe-Salpeter kernel,"['Lei Chang', 'Craig D. Roberts']",2009-03-31T13:29:52Z,2009-03-31T13:29:52Z,"An exact form is presented for the axial-vector Bethe-Salpeter equation,
which is valid when the quark-gluon vertex is fully dressed. A Ward-Takahashi
identity for the Bethe-Salpeter kernel is derived therefrom and solved for a
class of dressed quark-gluon vertex models. The solution provides a
symmetry-preserving closed system of gap and vertex equations. The analysis can
be extended to the vector equation. This enables a comparison between the
responses of pseudoscalar- and scalar meson masses to nonperturbatively
dressing the quark-gluon vertex. The result indicates that dynamical chiral
symmetry breaking enhances spin-orbit splitting in the meson spectrum.",http://arxiv.org/abs/0903.5461v1,[],[]
Exploring the light-quark interaction,"['Lei Chang', 'Ian C. Cloet', 'Bruno El-Bennich', 'Thomas Klahn', 'Craig D. Roberts']",2009-06-23T16:48:19Z,2009-07-06T17:08:10Z,"Two basic motivations for an upgraded JLab facility are the needs: to
determine the essential nature of light-quark confinement and dynamical chiral
symmetry breaking (DCSB); and to understand nucleon structure and spectroscopy
in terms of QCD's elementary degrees of freedom. During the next ten years a
programme of experiment and theory will be conducted that can address these
questions. We present a Dyson-Schwinger equation perspective on this effort
with numerous illustrations, amongst them: an interpretation of
string-breaking; a symmetry-preserving truncation for mesons; the nucleon's
strangeness sigma-term; and the neutron's charge distribution.",http://arxiv.org/abs/0906.4304v2,[],[]
A relativistic quark model for the Omega- electromagnetic form factors,"['G. Ramalho', 'K. Tsushima', 'Franz Gross']",2009-07-06T18:11:21Z,2009-09-11T21:18:29Z,"We compute the Omega- electromagnetic form factors and the decuplet baryon
magnetic moments using a quark model application of the Covariant Spectator
Theory. Our predictions for the Omega- electromagnetic form factors can be
tested in the future by lattice QCD simulations at the physical strange quark
mass.",http://arxiv.org/abs/0907.1060v2,[],[]
